PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male
1,0,3,0.2711736617240512,0.125,0.0,0.014151057562208049,False,False,True,False,True
2,1,1,0.4722292033174164,0.125,0.0,0.13913573538264068,True,False,False,True,False
3,1,3,0.32143754712239253,0.0,0.0,0.015468569817999833,False,False,True,True,False
4,1,1,0.4345312892686604,0.125,0.0,0.10364429745562033,False,False,True,True,False
5,0,3,0.4345312892686604,0.0,0.0,0.015712553569072387,False,False,True,False,True
6,0,3,0.34656948982156316,0.0,0.0,0.01650950209357577,False,True,False,False,True
7,0,1,0.6732847449107816,0.0,0.0,0.10122885832000206,False,False,True,False,True
8,0,3,0.01985423473234481,0.375,0.16666666666666666,0.04113566043083236,False,False,True,False,True
9,1,3,0.33400351847197784,0.0,0.3333333333333333,0.021730754366528396,False,False,True,True,False
10,1,2,0.17064589092736868,0.125,0.0,0.058694292654020104,True,False,False,True,False
11,1,3,0.04498617743151546,0.125,0.16666666666666666,0.03259622914329302,False,False,True,True,False
12,1,1,0.723548630309123,0.0,0.0,0.051822148727810165,False,False,True,True,False
13,0,3,0.24604171902488062,0.0,0.0,0.015712553569072387,False,False,True,False,True
14,0,3,0.4847951746670017,0.125,0.8333333333333333,0.06104473451835265,False,False,True,False,True
15,0,3,0.17064589092736868,0.0,0.0,0.015330377421392339,False,False,True,True,False
16,1,2,0.685850716260367,0.0,0.0,0.03122992013728673,False,False,True,True,False
17,0,3,0.01985423473234481,0.5,0.16666666666666666,0.05684821399990475,False,True,False,False,True
18,1,2,0.34656948982156316,0.0,0.0,0.025374310111545468,False,False,True,False,True
19,0,3,0.38426740387031916,0.125,0.0,0.03513366015444757,False,False,True,True,False
20,1,3,0.34656948982156316,0.0,0.0,0.014102260811993537,True,False,False,True,False
21,0,2,0.4345312892686604,0.0,0.0,0.050748620223090936,False,False,True,False,True
22,1,2,0.4219653179190751,0.0,0.0,0.025374310111545468,False,False,True,False,True
23,1,3,0.18321186227695402,0.0,0.0,0.015671954672893913,False,True,False,True,False
24,1,1,0.34656948982156316,0.0,0.0,0.06929138530460494,False,False,True,False,True
25,0,3,0.09525006282985675,0.375,0.16666666666666666,0.04113566043083236,False,False,True,True,False
26,1,3,0.4722292033174164,0.125,0.8333333333333333,0.06126431989431795,False,False,True,True,False
27,0,3,0.34656948982156316,0.0,0.0,0.014102260811993537,True,False,False,False,True
28,0,1,0.2334757476752953,0.375,0.3333333333333333,0.5133418122566507,False,False,True,False,True
29,1,3,0.34656948982156316,0.0,0.0,0.01537917417160685,False,True,False,True,False
30,0,3,0.34656948982156316,0.0,0.0,0.015411575213749286,False,False,True,False,True
31,0,1,0.49736114601658704,0.0,0.0,0.05410739813385612,True,False,False,False,True
32,1,1,0.34656948982156316,0.125,0.0,0.2859895551532101,True,False,False,True,False
33,1,3,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,False,True,False
34,0,2,0.8240764011058055,0.0,0.0,0.020494635090094415,False,False,True,False,True
35,0,1,0.34656948982156316,0.125,0.0,0.16038672010106003,True,False,False,False,True
36,0,1,0.5224930887157577,0.125,0.0,0.10149724044618187,False,False,True,False,True
37,1,3,0.34656948982156316,0.0,0.0,0.014110458666029575,True,False,False,False,True
38,0,3,0.2586076903744659,0.0,0.0,0.015712553569072387,False,False,True,False,True
39,0,3,0.22090977632571,0.25,0.0,0.03513366015444757,False,False,True,True,False
40,1,3,0.17064589092736868,0.125,0.0,0.021942337075458514,True,False,False,True,False
41,0,3,0.49736114601658704,0.125,0.0,0.018493968331299484,False,False,True,True,False
42,0,2,0.33400351847197784,0.125,0.0,0.04098927018018883,False,False,True,True,False
43,0,3,0.34656948982156316,0.0,0.0,0.015411575213749286,True,False,False,False,True
44,1,2,0.032420206081930136,0.125,0.3333333333333333,0.08115719346076702,True,False,False,True,False
45,1,3,0.2334757476752953,0.0,0.0,0.01537917417160685,False,True,False,True,False
46,0,3,0.34656948982156316,0.0,0.0,0.015712553569072387,False,False,True,False,True
47,0,3,0.34656948982156316,0.125,0.0,0.030253985132996517,False,True,False,False,True
48,1,3,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,False,True,False
49,0,3,0.34656948982156316,0.25,0.0,0.04231498029001666,True,False,False,False,True
50,0,3,0.22090977632571,0.125,0.0,0.034743286152731485,False,False,True,True,False
51,0,3,0.08268409148027142,0.5,0.16666666666666666,0.07746484096553544,False,False,True,False,True
52,0,3,0.2586076903744659,0.0,0.0,0.01522458606692728,False,False,True,False,True
53,1,1,0.610454888162855,0.125,0.0,0.1497654242623688,True,False,False,True,False
54,1,2,0.35913546117114853,0.125,0.0,0.050748620223090936,False,False,True,True,False
55,0,1,0.8115104297562202,0.0,0.16666666666666666,0.1209753416358076,True,False,False,False,True
56,1,1,0.34656948982156316,0.0,0.0,0.06929138530460494,False,False,True,False,True
57,1,2,0.2586076903744659,0.0,0.0,0.020494635090094415,False,False,True,True,False
58,0,3,0.35285247549635584,0.0,0.0,0.014110458666029575,True,False,False,False,True
59,1,2,0.05755214878110078,0.125,0.3333333333333333,0.05416439273810667,False,False,True,True,False
60,0,3,0.1329479768786127,0.625,0.3333333333333333,0.09154270340242172,False,False,True,False,True
61,0,3,0.2711736617240512,0.0,0.0,0.014110458666029575,True,False,False,False,True
63,0,1,0.5601910027645137,0.125,0.0,0.16293234896625058,False,False,True,False,True
64,0,3,0.04498617743151546,0.375,0.3333333333333333,0.05445717323939373,False,False,True,False,True
65,0,1,0.34656948982156316,0.0,0.0,0.05410739813385612,True,False,False,False,True
66,1,3,0.34656948982156316,0.125,0.16666666666666666,0.029757819776815374,True,False,False,False,True
67,1,2,0.35913546117114853,0.0,0.0,0.020494635090094415,False,False,True,True,False
68,0,3,0.2334757476752953,0.0,0.0,0.015923941091001644,False,False,True,False,True
69,1,3,0.20834380497612465,0.5,0.3333333333333333,0.015468569817999833,False,False,True,True,False
70,0,3,0.32143754712239253,0.25,0.0,0.016908073949327893,False,False,True,False,True
71,0,2,0.39683337521990447,0.0,0.0,0.020494635090094415,False,False,True,False,True
72,0,3,0.19577783362653933,0.625,0.3333333333333333,0.09154270340242172,False,False,True,True,False
73,0,2,0.2586076903744659,0.0,0.0,0.1434624456306609,False,False,True,False,True
74,0,3,0.32143754712239253,0.125,0.0,0.028212719478023115,True,False,False,False,True
75,1,3,0.39683337521990447,0.0,0.0,0.11027245763075773,False,False,True,False,True
76,0,3,0.3088715757728072,0.0,0.0,0.014931805565640218,False,False,True,False,True
77,0,3,0.34656948982156316,0.0,0.0,0.015411575213749286,False,False,True,False,True
78,0,3,0.34656948982156316,0.0,0.0,0.015712553569072387,False,False,True,False,True
79,1,2,0.005152048253329982,0.0,0.3333333333333333,0.056604230248832196,False,False,True,False,True
80,1,3,0.37170143252073384,0.0,0.0,0.024349578357040744,False,False,True,True,False
81,0,3,0.2711736617240512,0.0,0.0,0.017566830077223785,False,False,True,False,True
82,1,3,0.35913546117114853,0.0,0.0,0.018542765081513996,False,False,True,False,True
83,1,3,0.34656948982156316,0.0,0.0,0.015200187691820024,False,True,False,True,False
84,0,1,0.34656948982156316,0.0,0.0,0.09193307740413781,False,False,True,False,True
85,1,2,0.20834380497612465,0.0,0.0,0.020494635090094415,False,False,True,True,False
86,1,3,0.4093993465694898,0.375,0.0,0.030937139635999665,False,False,True,True,False
87,0,3,0.19577783362653933,0.125,0.5,0.06709553154495196,False,False,True,False,True
88,0,3,0.34656948982156316,0.0,0.0,0.015712553569072387,False,False,True,False,True
89,1,1,0.2837396330736366,0.375,0.3333333333333333,0.5133418122566507,False,False,True,True,False
90,0,3,0.2963056044232219,0.0,0.0,0.015712553569072387,False,False,True,False,True
91,0,3,0.35913546117114853,0.0,0.0,0.015712553569072387,False,False,True,False,True
92,0,3,0.24604171902488062,0.0,0.0,0.015330377421392339,False,False,True,False,True
93,0,1,0.5727569741140991,0.125,0.0,0.11940564777490723,False,False,True,False,True
94,0,3,0.32143754712239253,0.125,0.3333333333333333,0.04015972542654215,False,False,True,False,True
95,0,3,0.7361146016587082,0.0,0.0,0.014151057562208049,False,False,True,False,True
96,0,3,0.34656948982156316,0.0,0.0,0.015712553569072387,False,False,True,False,True
97,0,1,0.8869062578537321,0.0,0.0,0.06764049365134761,True,False,False,False,True
98,1,1,0.2837396330736366,0.0,0.16666666666666666,0.12366716556464086,True,False,False,False,True
99,1,2,0.4219653179190751,0.0,0.16666666666666666,0.044893010197349675,False,False,True,True,False
100,0,2,0.4219653179190751,0.125,0.0,0.050748620223090936,False,False,True,False,True
101,0,3,0.34656948982156316,0.0,0.0,0.015411575213749286,False,False,True,True,False
102,0,3,0.34656948982156316,0.0,0.0,0.015411575213749286,False,False,True,False,True
103,0,1,0.2586076903744659,0.0,0.16666666666666666,0.15085515328815924,False,False,True,False,True
104,0,3,0.4093993465694898,0.0,0.0,0.016891873428256675,False,False,True,False,True
105,0,3,0.4596632319678311,0.25,0.0,0.015468569817999833,False,False,True,False,True
106,0,3,0.34656948982156316,0.0,0.0,0.015411575213749286,False,False,True,False,True
107,1,3,0.2586076903744659,0.0,0.0,0.014931805565640218,False,False,True,True,False
108,1,3,0.34656948982156316,0.0,0.0,0.015175789316712771,False,False,True,False,True
109,0,3,0.4722292033174164,0.0,0.0,0.015411575213749286,False,False,True,False,True
110,1,3,0.34656948982156316,0.125,0.0,0.04713766070721715,False,True,False,True,False
111,0,1,0.5853229454636844,0.0,0.0,0.10149724044618187,False,False,True,False,True
112,0,3,0.17692887660216136,0.125,0.0,0.028212719478023115,True,False,False,True,False
113,0,3,0.2711736617240512,0.0,0.0,0.015712553569072387,False,False,True,False,True
114,0,3,0.24604171902488062,0.125,0.0,0.019177122834302632,False,False,True,True,False
115,0,3,0.20834380497612465,0.0,0.0,0.028220722145058292,True,False,False,True,False
116,0,3,0.2586076903744659,0.0,0.0,0.015468569817999833,False,False,True,False,True
117,0,3,0.8806232721789394,0.0,0.0,0.015126992566498259,False,True,False,False,True
118,0,2,0.35913546117114853,0.125,0.0,0.04098927018018883,False,False,True,False,True
119,0,1,0.2963056044232219,0.0,0.16666666666666666,0.4831284260198326,True,False,False,False,True
120,0,3,0.01985423473234481,0.5,0.3333333333333333,0.06104473451835265,False,False,True,True,False
121,0,2,0.2586076903744659,0.25,0.0,0.1434624456306609,False,False,True,False,True
122,0,3,0.34656948982156316,0.0,0.0,0.015712553569072387,False,False,True,False,True
123,0,2,0.40311636089469716,0.125,0.0,0.058694292654020104,True,False,False,False,True
124,1,2,0.40311636089469716,0.0,0.0,0.025374310111545468,False,False,True,True,False
125,0,1,0.6732847449107816,0.0,0.16666666666666666,0.15085515328815924,False,False,True,False,True
126,1,3,0.14551394822819805,0.125,0.0,0.021942337075458514,True,False,False,False,True
127,0,3,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,False,False,True
128,1,3,0.2963056044232219,0.0,0.0,0.01393967004027879,False,False,True,False,True
129,1,3,0.34656948982156316,0.125,0.16666666666666666,0.04364049521284362,True,False,False,True,False
130,0,3,0.5601910027645137,0.0,0.0,0.013614293309848433,False,False,True,False,True
131,0,3,0.4093993465694898,0.0,0.0,0.015411575213749286,True,False,False,False,True
132,0,3,0.24604171902488062,0.0,0.0,0.013760683560491965,False,False,True,False,True
133,0,3,0.5853229454636844,0.125,0.0,0.028302115124416098,False,False,True,True,False
134,1,2,0.35913546117114853,0.125,0.0,0.050748620223090936,False,False,True,True,False
135,0,2,0.3088715757728072,0.0,0.0,0.025374310111545468,False,False,True,False,True
136,0,2,0.2837396330736366,0.0,0.0,0.02936744577509929,True,False,False,False,True
137,1,1,0.2334757476752953,0.0,0.3333333333333333,0.051301584996521765,False,False,True,True,False
138,0,1,0.4596632319678311,0.125,0.0,0.10364429745562033,False,False,True,False,True
139,0,3,0.19577783362653933,0.0,0.0,0.01798980030808316,False,False,True,False,True
140,0,1,0.2963056044232219,0.0,0.0,0.15458810467956932,True,False,False,False,True
141,0,3,0.34656948982156316,0.0,0.3333333333333333,0.029757819776815374,True,False,False,True,False
142,1,3,0.2711736617240512,0.0,0.0,0.015126992566498259,False,False,True,True,False
143,1,3,0.2963056044232219,0.125,0.0,0.030937139635999665,False,False,True,True,False
144,0,3,0.2334757476752953,0.0,0.0,0.013175122557917838,False,True,False,False,True
145,0,2,0.22090977632571,0.0,0.0,0.022446505098674838,False,False,True,False,True
146,0,2,0.2334757476752953,0.125,0.16666666666666666,0.07173122281533045,False,False,True,False,True
147,1,3,0.33400351847197784,0.0,0.0,0.015216388212891242,False,False,True,False,True
148,0,3,0.10781603417944208,0.25,0.3333333333333333,0.06709553154495196,False,False,True,True,False
149,0,2,0.4533802462930384,0.0,0.3333333333333333,0.050748620223090936,False,False,True,False,True
150,0,2,0.5224930887157577,0.0,0.0,0.025374310111545468,False,False,True,False,True
151,0,2,0.6355868308620256,0.0,0.0,0.02444717185746977,False,False,True,False,True
152,1,1,0.2711736617240512,0.125,0.0,0.12999454257145598,False,False,True,True,False
153,0,3,0.6921337019351597,0.0,0.0,0.015712553569072387,False,False,True,False,True
154,0,3,0.5036441316913798,0.0,0.3333333333333333,0.028302115124416098,False,False,True,False,True
155,0,3,0.34656948982156316,0.0,0.0,0.014273049437744325,False,False,True,False,True
156,0,1,0.6355868308620256,0.0,0.16666666666666666,0.11980421963065935,True,False,False,False,True
157,1,3,0.19577783362653933,0.0,0.0,0.015094396337354966,False,True,False,True,False
158,0,3,0.37170143252073384,0.0,0.0,0.015712553569072387,False,False,True,False,True
159,0,3,0.34656948982156316,0.0,0.0,0.016908073949327893,False,False,True,False,True
160,0,3,0.34656948982156316,1.0,0.3333333333333333,0.13575255909676825,False,False,True,False,True
161,0,3,0.5476250314149284,0.0,0.16666666666666666,0.031425107138144774,False,False,True,False,True
162,1,2,0.49736114601658704,0.0,0.0,0.030741952635141623,False,False,True,True,False
163,0,3,0.32143754712239253,0.0,0.0,0.015175789316712771,False,False,True,False,True
164,0,3,0.20834380497612465,0.0,0.0,0.016908073949327893,False,False,True,False,True
165,0,3,0.007288263382759488,0.5,0.16666666666666666,0.07746484096553544,False,False,True,False,True
166,1,3,0.10781603417944208,0.0,0.3333333333333333,0.04006213192611313,False,False,True,False,True
167,1,1,0.34656948982156316,0.0,0.16666666666666666,0.10735285047192313,False,False,True,True,False
168,0,3,0.5601910027645137,0.125,0.6666666666666666,0.05445717323939373,False,False,True,True,False
169,0,1,0.34656948982156316,0.0,0.0,0.050602229972447406,False,False,True,False,True
170,0,3,0.34656948982156316,0.0,0.0,0.11027245763075773,False,False,True,False,True
171,0,1,0.7612465443578789,0.0,0.0,0.06538764528744409,False,False,True,False,True
172,0,3,0.04498617743151546,0.5,0.16666666666666666,0.05684821399990475,False,True,False,False,True
173,1,3,0.007288263382759488,0.125,0.16666666666666666,0.021730754366528396,False,False,True,True,False
174,0,3,0.2586076903744659,0.0,0.0,0.015468569817999833,False,False,True,False,True
175,0,1,0.6984166876099522,0.0,0.0,0.05991421140938287,True,False,False,False,True
176,0,3,0.22090977632571,0.125,0.16666666666666666,0.015330377421392339,False,False,True,False,True
177,0,3,0.34656948982156316,0.375,0.16666666666666666,0.049707687947515,False,False,True,False,True
178,0,1,0.6230208595124404,0.0,0.0,0.05604306762136532,True,False,False,True,False
179,0,2,0.37170143252073384,0.0,0.0,0.025374310111545468,False,False,True,False,True
180,0,3,0.4470972606182458,0.0,0.0,0.0,False,False,True,False,True
181,0,3,0.34656948982156316,1.0,0.3333333333333333,0.13575255909676825,False,False,True,True,False
182,0,2,0.34656948982156316,0.0,0.0,0.02937564362913533,True,False,False,False,True
183,0,3,0.10781603417944208,0.5,0.3333333333333333,0.06126431989431795,False,False,True,False,True
184,1,2,0.007288263382759488,0.25,0.16666666666666666,0.07612293033463641,False,False,True,False,True
185,1,3,0.04498617743151546,0.0,0.3333333333333333,0.04298993693898376,False,False,True,True,False
186,0,1,0.34656948982156316,0.0,0.0,0.09759350042902103,False,False,True,False,True
187,1,3,0.34656948982156316,0.125,0.0,0.030253985132996517,False,True,False,True,False
188,1,1,0.5601910027645137,0.0,0.0,0.051822148727810165,False,False,True,False,True
189,0,3,0.49736114601658704,0.125,0.16666666666666666,0.030253985132996517,False,True,False,False,True
190,0,3,0.4470972606182458,0.0,0.0,0.015411575213749286,False,False,True,False,True
191,1,2,0.39683337521990447,0.0,0.0,0.025374310111545468,False,False,True,True,False
192,0,2,0.2334757476752953,0.0,0.0,0.025374310111545468,False,False,True,False,True
193,1,3,0.2334757476752953,0.125,0.0,0.015330377421392339,False,False,True,True,False
194,1,2,0.032420206081930136,0.125,0.16666666666666666,0.050748620223090936,False,False,True,False,True
195,1,1,0.5476250314149284,0.0,0.0,0.05410739813385612,True,False,False,True,False
196,1,1,0.723548630309123,0.0,0.0,0.2859895551532101,True,False,False,True,False
197,0,3,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,False,False,True
198,0,3,0.5224930887157577,0.0,0.16666666666666666,0.01640390592611157,False,False,True,False,True
199,1,3,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,False,True,False
200,0,2,0.2963056044232219,0.0,0.0,0.025374310111545468,False,False,True,True,False
201,0,3,0.34656948982156316,0.0,0.0,0.018542765081513996,False,False,True,False,True
202,0,3,0.34656948982156316,1.0,0.3333333333333333,0.13575255909676825,False,False,True,False,True
203,0,3,0.4219653179190751,0.0,0.0,0.012678957201736696,False,False,True,False,True
204,0,3,0.5664739884393064,0.0,0.0,0.014102260811993537,True,False,False,False,True
205,1,3,0.22090977632571,0.0,0.0,0.015712553569072387,False,False,True,False,True
206,0,3,0.01985423473234481,0.0,0.16666666666666666,0.02042143996477265,False,False,True,True,False
207,0,3,0.39683337521990447,0.125,0.0,0.030937139635999665,False,False,True,False,True
208,1,3,0.32143754712239253,0.0,0.0,0.036670757786204655,True,False,False,False,True
209,1,3,0.19577783362653933,0.0,0.0,0.015126992566498259,False,True,False,True,False
210,1,1,0.49736114601658704,0.0,0.0,0.060507970265993034,True,False,False,False,True
211,0,3,0.2963056044232219,0.0,0.0,0.013760683560491965,False,False,True,False,True
212,1,2,0.4345312892686604,0.0,0.0,0.04098927018018883,False,False,True,True,False
213,0,3,0.2711736617240512,0.0,0.0,0.014151057562208049,False,False,True,False,True
214,0,2,0.37170143252073384,0.0,0.0,0.025374310111545468,False,False,True,False,True
215,0,3,0.34656948982156316,0.125,0.0,0.015126992566498259,False,True,False,False,True
216,1,1,0.38426740387031916,0.125,0.0,0.22109807522194713,True,False,False,True,False
217,1,3,0.33400351847197784,0.0,0.0,0.015468569817999833,False,False,True,True,False
218,0,2,0.5224930887157577,0.125,0.0,0.05270049023167135,False,False,True,False,True
219,1,1,0.39683337521990447,0.0,0.0,0.14891148113361488,True,False,False,True,False
220,0,2,0.37170143252073384,0.0,0.0,0.020494635090094415,False,False,True,False,True
221,1,3,0.19577783362653933,0.0,0.0,0.015712553569072387,False,False,True,False,True
222,0,2,0.33400351847197784,0.0,0.0,0.025374310111545468,False,False,True,False,True
223,0,3,0.6355868308620256,0.0,0.0,0.015712553569072387,False,False,True,False,True
224,0,3,0.34656948982156316,0.0,0.0,0.015411575213749286,False,False,True,False,True
225,1,1,0.4722292033174164,0.125,0.0,0.17566830077223786,False,False,True,False,True
226,0,3,0.2711736617240512,0.0,0.0,0.018249984580226933,False,False,True,False,True
227,1,2,0.2334757476752953,0.0,0.0,0.020494635090094415,False,False,True,False,True
228,0,3,0.2523247046996733,0.0,0.0,0.014151057562208049,False,False,True,False,True
229,0,2,0.22090977632571,0.0,0.0,0.025374310111545468,False,False,True,False,True
230,0,3,0.34656948982156316,0.375,0.16666666666666666,0.049707687947515,False,False,True,True,False
231,1,1,0.4345312892686604,0.125,0.0,0.16293234896625058,False,False,True,True,False
232,0,3,0.35913546117114853,0.0,0.0,0.015175789316712771,False,False,True,False,True
233,0,2,0.7361146016587082,0.0,0.0,0.026350245115835676,False,False,True,False,True
234,1,3,0.05755214878110078,0.5,0.3333333333333333,0.06126431989431795,False,False,True,True,False
235,0,2,0.2963056044232219,0.0,0.0,0.020494635090094415,False,False,True,False,True
236,0,3,0.34656948982156316,0.0,0.0,0.014736618564782174,False,False,True,True,False
237,0,2,0.5476250314149284,0.125,0.0,0.050748620223090936,False,False,True,False,True
238,1,2,0.09525006282985675,0.0,0.3333333333333333,0.05123658772523604,False,False,True,True,False
239,0,2,0.2334757476752953,0.0,0.0,0.020494635090094415,False,False,True,False,True
240,0,2,0.4093993465694898,0.0,0.0,0.023959204355324663,False,False,True,False,True
241,0,3,0.34656948982156316,0.125,0.0,0.028212719478023115,True,False,False,True,False
242,1,3,0.34656948982156316,0.125,0.0,0.030253985132996517,False,True,False,True,False
243,0,2,0.35913546117114853,0.0,0.0,0.020494635090094415,False,False,True,False,True
244,0,3,0.2711736617240512,0.0,0.0,0.013907073811135496,False,False,True,False,True
245,0,3,0.37170143252073384,0.0,0.0,0.014102260811993537,True,False,False,False,True
246,0,1,0.5476250314149284,0.25,0.0,0.17566830077223786,False,True,False,False,True
247,0,3,0.3088715757728072,0.0,0.0,0.015175789316712771,False,False,True,True,False
248,1,2,0.2963056044232219,0.0,0.3333333333333333,0.028302115124416098,False,False,True,True,False
249,1,1,0.4596632319678311,0.125,0.16666666666666666,0.10257896680493714,False,False,True,False,True
250,0,2,0.6732847449107816,0.125,0.0,0.050748620223090936,False,False,True,False,True
251,0,3,0.34656948982156316,0.0,0.0,0.014151057562208049,False,False,True,False,True
252,0,3,0.35913546117114853,0.125,0.16666666666666666,0.02042143996477265,False,False,True,True,False
253,0,1,0.7738125157074642,0.0,0.0,0.051822148727810165,False,False,True,False,True
254,0,3,0.37170143252073384,0.125,0.0,0.031425107138144774,False,False,True,False,True
255,0,3,0.5099271173661725,0.0,0.3333333333333333,0.039452172548431745,False,False,True,True,False
256,1,3,0.35913546117114853,0.0,0.3333333333333333,0.029757819776815374,True,False,False,True,False
257,1,1,0.34656948982156316,0.0,0.0,0.15458810467956932,True,False,False,True,False
258,1,1,0.37170143252073384,0.0,0.0,0.16883675574220638,False,False,True,True,False
259,1,1,0.4345312892686604,0.0,0.0,1.0,True,False,False,True,False
260,1,2,0.6230208595124404,0.0,0.16666666666666666,0.050748620223090936,False,False,True,True,False
261,0,3,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,False,False,True
262,1,3,0.032420206081930136,0.5,0.3333333333333333,0.06126431989431795,False,False,True,False,True
263,0,1,0.648152802211611,0.125,0.16666666666666666,0.1554664461834305,False,False,True,False,True
264,0,1,0.49736114601658704,0.0,0.0,0.0,False,False,True,False,True
265,0,3,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,False,True,False
266,0,2,0.4470972606182458,0.0,0.0,0.020494635090094415,False,False,True,False,True
267,0,3,0.19577783362653933,0.5,0.16666666666666666,0.07746484096553544,False,False,True,False,True
268,1,3,0.3088715757728072,0.125,0.0,0.015175789316712771,False,False,True,False,True
269,1,1,0.723548630309123,0.0,0.16666666666666666,0.2995388511917728,False,False,True,True,False
270,1,1,0.4345312892686604,0.0,0.0,0.2647385704347907,False,False,True,True,False
271,0,1,0.34656948982156316,0.0,0.0,0.060507970265993034,False,False,True,False,True
272,1,3,0.3088715757728072,0.0,0.0,0.0,False,False,True,False,True
273,1,2,0.5099271173661725,0.0,0.16666666666666666,0.038061465167318204,False,False,True,True,False
274,0,1,0.4596632319678311,0.0,0.16666666666666666,0.057970539254838485,True,False,False,False,True
275,1,3,0.34656948982156316,0.0,0.0,0.015126992566498259,False,True,False,True,False
276,1,1,0.7863784870570495,0.125,0.0,0.15216446768991498,False,False,True,True,False
277,0,3,0.5601910027645137,0.0,0.0,0.015126992566498259,False,False,True,True,False
278,0,2,0.34656948982156316,0.0,0.0,0.0,False,False,True,False,True
279,0,3,0.08268409148027142,0.5,0.16666666666666666,0.05684821399990475,False,True,False,False,True
280,1,3,0.4345312892686604,0.125,0.16666666666666666,0.03952536767375352,False,False,True,True,False
281,0,3,0.8115104297562202,0.0,0.0,0.015126992566498259,False,True,False,False,True
282,0,3,0.34656948982156316,0.0,0.0,0.015330377421392339,False,False,True,False,True
283,0,3,0.19577783362653933,0.0,0.0,0.018542765081513996,False,False,True,False,True
284,1,3,0.2334757476752953,0.0,0.0,0.015712553569072387,False,False,True,False,True
285,0,1,0.34656948982156316,0.0,0.0,0.050748620223090936,False,False,True,False,True
286,0,3,0.4093993465694898,0.0,0.0,0.016908073949327893,True,False,False,False,True
287,1,3,0.37170143252073384,0.0,0.0,0.018542765081513996,False,False,True,False,True
288,0,3,0.2711736617240512,0.0,0.0,0.015411575213749286,False,False,True,False,True
289,1,2,0.5224930887157577,0.0,0.0,0.025374310111545468,False,False,True,False,True
290,1,3,0.2711736617240512,0.0,0.0,0.015126992566498259,False,True,False,True,False
291,1,1,0.32143754712239253,0.0,0.0,0.15390495017656614,False,False,True,True,False
292,1,1,0.2334757476752953,0.125,0.0,0.17777475888549785,True,False,False,True,False
293,0,2,0.4470972606182458,0.0,0.0,0.025130326360472913,True,False,False,False,True
294,0,3,0.2963056044232219,0.0,0.0,0.01727404957593672,False,False,True,True,False
295,0,3,0.2963056044232219,0.0,0.0,0.015411575213749286,False,False,True,False,True
296,0,1,0.34656948982156316,0.0,0.0,0.05410739813385612,True,False,False,False,True
